TARGETID,r,type,p_void,p_sheet,p_filament,p_knot,H
39633123146730596,0.14285714285714285,filament,0.0,0.02,0.97,0.01,0.11097036642660543
39633132021875675,0.23076923076923078,filament,0.0,0.03,0.97,0.0,0.0971959289157881
39633132026072274,0.4,filament,0.0,0.04,0.96,0.0,0.12114609454120741
39633145238128065,-0.375,sheet,0.02,0.98,0.0,0.0,0.07072027127091034
39633123146729564,-0.1111111111111111,filament,0.0,0.07,0.93,0.0,0.18296182545011158
39633118675602991,-0.2,sheet,0.0,0.9,0.1,0.0,0.2344977967946406
39633149608591473,0.0,sheet,0.0,0.86,0.14,0.0,0.292119405821428
39633118675602803,0.06666666666666667,filament,0.0,0.06,0.94,0.0,0.16372245957723813
39633145221351131,-0.16666666666666666,filament,0.0,0.23,0.77,0.0,0.38900565177326885
39633118654628861,0.23076923076923078,filament,0.0,0.31,0.69,0.0,0.4465867291889284
39633132026072028,0.2631578947368421,filament,0.0,0.04,0.96,0.0,0.12114609454120741
39633127567528124,0.45454545454545453,filament,0.0,0.18,0.82,0.0,0.34003852286413994
39633132026072042,0.047619047619047616,sheet,0.0,0.74,0.26,0.0,0.4133731862463089
39633132030263584,0.8333333333333334,filament,0.0,0.0,0.89,0.11,0.249957979082264
39633132009292278,0.1111111111111111,filament,0.0,0.41,0.59,0.0,0.488250234378912
39633145217157140,0.6666666666666666,filament,0.0,0.09,0.91,0.0,0.21823490853205144
39633149604397548,0.14285714285714285,sheet,0.0,0.78,0.22,0.0,0.38008375148098283
39633127567528330,-0.5555555555555556,filament,0.0,0.25,0.75,0.0,0.4056390622295664
39633149608591850,0.0,filament,0.0,0.38,0.62,0.0,0.47902101111314976
39633123134146296,0.2857142857142857,filament,0.0,0.11,0.89,0.0,0.249957979082264
39633127571722108,0.0,sheet,0.0,0.78,0.22,0.0,0.38008375148098283
39633145221351189,-0.2,sheet,0.0,0.92,0.08,0.0,0.2010895951011364
39633118650435955,0.16666666666666666,filament,0.0,0.22,0.78,0.0,0.38008375148098283
39633118646242442,-0.2857142857142857,sheet,0.0,0.96,0.04,0.0,0.12114609454120741
39633127571720455,-0.2631578947368421,sheet,0.0,0.94,0.06,0.0,0.16372245957723813
39633149604399458,-0.06666666666666667,filament,0.0,0.46,0.54,0.0,0.49768921941011285
39633145217158849,0.5714285714285714,filament,0.0,0.02,0.98,0.0,0.07072027127091034
39633136434285839,0.5714285714285714,filament,0.0,0.02,0.97,0.01,0.11097036642660543
39633118654631726,0.4666666666666667,filament,0.0,0.02,0.95,0.03,0.1674722434193448
39633132013489490,-0.07692307692307693,filament,0.0,0.39,0.61,0.0,0.4823997742525436
39633145217159140,-0.07692307692307693,filament,0.0,0.02,0.98,0.0,0.07072027127091034
39633127567526940,-0.3333333333333333,sheet,0.0,0.83,0.17,0.0,0.32885238937210975
39633145217159183,0.16666666666666666,filament,0.0,0.13,0.87,0.0,0.2787190925139945
39633145246517395,0.4,filament,0.0,0.04,0.96,0.0,0.12114609454120741
39633149604398511,-0.05263157894736842,sheet,0.0,0.88,0.12,0.0,0.2646804326436822
39633132013489441,0.0,sheet,0.0,0.52,0.48,0.0,0.4994227679976009
39633132013489418,0.3333333333333333,filament,0.0,0.07,0.92,0.01,0.22283217282912027
39633145217159351,0.14285714285714285,filament,0.0,0.44,0.56,0.0,0.4947937606110278
39633127567526467,-0.06666666666666667,sheet,0.0,0.5,0.5,0.0,0.5
39633132021875113,0.2,filament,0.0,0.29,0.71,0.0,0.43436062316970225
39633145217159442,0.14285714285714285,filament,0.0,0.24,0.76,0.0,0.39752013969226113
39633123138341217,-0.06666666666666667,sheet,0.0,0.92,0.08,0.0,0.2010895951011364
39633118679796372,0.058823529411764705,filament,0.0,0.42,0.58,0.0,0.49072694751682683
39633118650434939,-0.5,sheet,0.0,0.71,0.29,0.0,0.43436062316970225
39633118654630409,0.4666666666666667,filament,0.0,0.02,0.98,0.0,0.07072027127091034
39633118679794241,0.07692307692307693,filament,0.0,0.39,0.61,0.0,0.4823997742525436
39633132017682197,-0.3333333333333333,sheet,0.0,0.67,0.33,0.0,0.4574631863898637
39633114166726316,0.09090909090909091,filament,0.0,0.1,0.9,0.0,0.2344977967946406
39633149604398598,0.05263157894736842,sheet,0.0,0.8,0.2,0.0,0.36096404744368116
39633132021877856,-0.4666666666666667,sheet,0.0,0.99,0.01,0.0,0.04039656794795559
39633118650434452,-0.125,filament,0.0,0.46,0.54,0.0,0.49768921941011285
39633132026069285,0.1,sheet,0.0,0.64,0.36,0.0,0.4713415946277461
39633118650434451,0.06666666666666667,filament,0.0,0.39,0.61,0.0,0.4823997742525436
39633132017682115,0.28,filament,0.0,0.36,0.64,0.0,0.4713415946277461
39633123134148022,-0.1111111111111111,filament,0.0,0.45,0.55,0.0,0.49638722699390414
39633132017682051,0.47368421052631576,filament,0.0,0.09,0.91,0.0,0.21823490853205144
39633132017681970,0.2,filament,0.0,0.11,0.89,0.0,0.249957979082264
39633132017681629,0.6,filament,0.0,0.07,0.9,0.03,0.2785623417561752
